CO_UNIDADE;CO_END_COMPL;NO_IDENTIFICACAO;TP_LOGR;NO_LOGRADOURO;NU_ENDERECO;NO_COMPLEMENTO;NO_BAIRRO;CO_CEP;CO_MUNICIPIO;NO_DDD_TEL;NU_TELEFONE;NO_EMAIL;CO_USUARIO
1501710000000;1;UNIDADE DE SAUDE DA FAMILIA TAIRA;8;POLIDORIO COELHO;SN;;TAIRA;68600000;150170;;;;GESTOR
3547810000000;1;CONSULTORIO;561;9020000;53;SALA 63;CENTRO;9020000;354780;11;989934744;consultorioressignificarpsicol@gmail.com;GIGI21
3305810000000;1;LABORATORIO;655;AV ALMIRANTE LUCIO MEIRA;58;SALA 305;VARZEA;25953003;330580;24;992096927;rafaellacouto@redeimed.com.br;PLANEJAMENTO
3525910000000;1;CASA DE APOIO CEO- APARECIDA - JARDIM SÃO CAMILO;561;R AREIAS;22;;JARDIM SAO CAMIO;13218460;352590;;;;ALEXANDRE
4109300000000;1;UNIDADE RURAL MATO QUEIMADO;544;MATO QUEIMADO;SN;CASA;MATO QUEIMADO;85400000;410930;;;;SAUDE
1501400000000;1;BARRACAO ILHA GRANDE;713;ILHA GRANDE;SN;RIO DO COMBU;GUAMA;66045300;150140;;;;NEIDA
1501400000000;2;BARRACAO ILHA DO PAPAGAIO;713;ILHA DO PAPAGAIO;SN;RIO GUAMA;GUAMA;66045300;150140;;;;NEIDA
1501400000000;3;COMUNIDADE DAS ILHAS RIBEIRINHAS;50;RIO GRANDE;SN;ILHA CENTRAL;GUAMA;66045300;150140;;;;NEIDA
2908300000000;1;UNIDADE DE APOIO MURITIBINHA;37;POVOADO MURITIBINHA;SN;CASA;ZONA RURAL;44540000;290830;;;;ALMEIDA
2908300000000;2;UNIDADE DE APOIO PONTO SAO JOSE;37;POVOADO SAO JOSE;SN;PREDIO;ZONA RURAL;44540000;290830;;;;ALMEIDA
2908300000000;3;UNIDADE DE APOIO BEBEDORO;37;POVOADO BEBEDOURO;SN;PREDIO;ZONA RURAL;44540000;290830;;;;ALMEIDA
2908300000000;4;UNIDADE DE APOIO CASA DE TELHA;37;POVOADO CASA DE TELHA;SN;PREDIO;ZONA RURAL;44540000;290830;;;;ALMEIDA
3170430000000;1;ESCOLA MUNICIPAL JOSE LUCIO SAMPAIO;655;TREZE;854;;CENTRO;38288000;317043;34;34561922;;JOSIANE
4109400000000;1;AMBULATÓRIO DEMED;4;ELIO ANTONIO DALLA VECCHIA;838;CAMPUS CEDETEG;VILA CARLI;85040167;410940;42;36298357;demed@unicentro.br;SMSGP
4112300000000;5;POSTO DE SAÚDE DO NOVO JARDIM;81;PARANA;SN;;NOVO JARDIM;84923000;411230;;;;JAPIRA
4112300000000;4;POSTO DE SAÚDE DO GUAPÉ;31;GUAPE;SN;;GUAPE;84920000;411230;;;;JAPIRA
3550300000000;1;FILIAL;561;CUBATAO;945;SALA 23;VILA MARIANA;4013043;355030;11;991883419;ANDMUTTI@YAHOO.COM.BR;CADASTRO
3150800000000;1;PONTO DE APOIO A ESTRAGERIA DE SAUDE DA FAMILIA DE BORDOES;472;BORDOES;S/N;;ZONA RURAL;36480000;315080;;;;SMSPIRANGA
4314400000000;2;RADIOTERAPIA;8;DUQUE DE CAXIAS;250;;FRAGATA;96030000;431440;;;;FILIPEAC
4314400000000;3;ONCOLOGIA- CNAE 8660700;561;ALMIRANTE GUILHOBEL;221;;FRAGATA;96040010;431440;;;;FILIPEAC
2306260000000;1;ANEXO VIGILANCIA SANITARIA E ZOONOSES;81;FRANCISCO CORDEIRO DE OLIVEIRA;680;;CENTRO;61880063;230625;;;;ITAITINGA
5300100000000;1;PSR 2 CORREGO DO OURO FERCAL;90;DF 205 OESTE CORREGO DO OURO;0;NUCLEO RURAL;FERCAL;73060708;530010;;;;GECAD
3164500000000;1;PRACA SERRA NEGRA;561;PRACA SERRA NEGRA;234;;CENTRO;39795000;316450;;;;SAUDE
3548500000000;1;PRONTO SOCORRO SANTA CASA DE SANTOS;8;DOUTOR CLAUDIO LUIS DA COSTA;280;;JABAQUARA;11075900;354850;13;32020600;;SEACONT
3200160000000;1;USB MARIA MOURA;81;PRINCIPAL;S/N;;CAFELANDIA;29820000;320016;;;;SAUDE
2914610000000;3;CENTRO DE ZOONSES;81;RIO TAQUARI;SN;;RECANTO DAS ARVORES;44900000;291460;;;;SMSIRECE
5300100000000;1;PONTO DE APOIO - TENDA DE DENGUE DE BRAZLÂNDIA;77;ST TRADICIONAL Q16;16;;BRAZLANDIA;72720640;530010;;;;RAQUEL
1303100000000;4;ESCOLA MUNICIPAL BOA UNIÃO;713;MONTE HOREBE;S/N;;ZONA RURAL;69230000;130310;;;;SCNES
3552900000000;2;UBSII;561;MANOEL XAVIER;225;;CENTRO;19590000;355290;18;39971103;;LUCINEIDE
3515300000000;1;ESPAÇO SAUDE;516;VEREADOR CUSTODIO MANOEL PALMA;51;;RESIDENCIAL NOVA EST;19230000;351530;;;;SCNES
4106910000000;11;CENTRO CURITIBANO DE ATENÇAO ESPECIALIZADA;561;ANNE FRANK;4539;;BOQUEIRAO;81650020;410690;41;33165948;;DRACHADEL
5201100000000;1;HOA CENTRO;81;BARAO DO RIO BRANCO;573;;CENTRO;75025040;520110;62;33240393;;SEMUSA
4111400000000;1;EQUOTERAPIA BOM JARDIM DO SUL;523;ALTO BOM JARDIM DO SUL;SN;CHACARA;BOM JARDIM DO SUL;84460000;411140;42;998745441;ASAPAEIVAI@GMAIL.COM;EVELINE
3509450000000;1;PONTO APOIO - EQUIPE BETA;561;ROBERTO IVENS VIEIRA;316;PREDIO;VILA GOMES;18246032;350945;15;32561338;saude@campinadomontealegre.sp.gov.br;SCNES
3549910000000;1;TIVOLI 140;8;AVENIDA TIVOLI;140;;VILA BETANIA;12245481;354990;12;997923182;;MARCELO
1302600000000;5;COMUNIDADE BOA VISTA;720;ESQUERDA DO RIO;S/N;ESC MUN STA LUZIA;PURAQUEQUARA;69009090;130260;92;88428412;paula.moraes@pmm.am.gov.br;ABARBARA
1302600000000;6;COMUNIDADE IPIRANGA;720;ESQUERDA DO RIO;S/N;CASA DA ELZA;PURAQUEQUARA;69009085;130260;92;88428412;paula.moraes@pmm.am.gov;ABARBARA
1302600000000;7;COMUNIDADE JACARE;720;ESQUERDA DO RIO;S/N;CASA DO SR FRANCISCO;PURAQUEQUARA;69009085;130260;92;88428412;paula.moraes@pmm.am.gov.br;ABARBARA
4119600000000;2;POSTO DE SAUDE BORBOLETA ABAIXO;92;BORBOLETA ABAIXO;SN;;ZONA RURAL;85202890;411960;42;36461434;;SISPITANGA
5002700000000;1;BIO DIAGNOSTIC - POSTO DE COLETA MARECHAL;8;MARECHAL DEODORO;3961;;JARDIM AERO RANCHO;79005240;500270;67;33852945;qualidade@ibd.net.br;ALEXANDER
5002700000000;2;BIO DIAGNOSTIC - POSTO DE COLETA TIRADENTES;8;JOSE NOGUEIRA VIEIRA;386;;TIRADENTES;79042010;500270;67;30437753;qualidade@lbd.net.br;ALEXANDER
5002700000000;3;BIO DIAGNOSTIC - POSTO DE COLETA GUANANDI;8;MANOEL DA COSTA LIMA;3635;;GUANANDI;79086110;500270;67;30437743;qualidade@lbd.net.br;ALEXANDER
5002700000000;4;BIO DIAGNOSTIC - POSTO DE COLETA AERO RANCHO;8;RACHEL DE QUEIROZ;820;;CONJUNTO AERO RANCHO;79084070;500270;67;30437710;qualidade@lbd.net.br;ALEXANDER
3150800000000;2;PONTO DE APOIO A ESTRATEGIA DE SAUDE DA FAMILIA DO BANDEIRA;472;BANDEIRA;S/N;;ZONA RURAL;36480000;315080;;;;SMSPIRANGA
2404860000000;1;PAA DA ESF DA ZONA RURAL;92;ARARAS;SN;;Z0NA RURAL;59513000;240485;;;;240485
3136210000000;1;LABORATORIO MEDICO CARLOS CHAGAS LTDA;561;NOVA YORK;631;;CRUZEIRO CELESTE;35931112;313620;31;20401407;SGGLABCHAGAS@GMAIL.COM;SILDA
4306500000000;1;ANEXO ESPECIALIDADES;561;VENANCIO AIRES;42;;CENTRO;96190000;430650;51;996455263;;430650
4122170000000;1;POSTO DE SAUDE DE PINHAL GRANDE;104;RURAL POSSIDONIO FERREIRA DA CUNHA;0;RURAL;RURAL;86848000;412217;;;;SUZAN
5300100000000;1;POLICLINICA DE PLANALTINA;654;AREA ESPECIAL ENTRE VIAS NS 01/WL 04;0;;PLANALTINA;73310000;530010;61;33894408;;GECAD
5300100000000;2;CENTRO OLIMPICO E PARALIMPICO DE PLANALTINA;95;SETOR ADMINISTRATIVO AE MODULO ESPORTIVO;0;;PLANALTINA;73320020;530010;;;;GECAD
5300100000000;1;UOM DE PLANALTINA;500;NUCLEO RURAL SAO JOSE AREA ESPECIAL;0;;PLANALTINA;73307993;530010;;;;GECAD
3101200000000;1;CONSULTORIO ODONTOLOGICO PROFESSORA MARIA JOSE EMATNE;4;JOSE WALDEMAR NUNES;15;;CENTRO;37450000;310120;35;33441310;;DIEGO
1303400000000;1;ESCOLA MUNICIPAL JACÚ;713;SAO JOAO BATISTA - JACU;S/N;;ZONA RURAL;69157899;130340;;;;PARINTINS
1303400000000;2;ESCOLA MUNICIPAL SÃO JOSÉ;713;SAO JOSE - TERRA PRETA DO MAMURU;S/N;;ZONA RURAL;69157899;130340;;;;PARINTINS
1303400000000;3;ESCOLA MUNICIPAL CRISTO REI;713;MURIA - RIO MAMURU;S/N;;ZONA RURAL;69157899;130340;;;;PARINTINS
1303400000000;4;ESCOLA MUNICIPAL MARIA BELÉM;713;SAO TOME - UAICURAPA;S/N;;ZONA RURAL;69157899;130340;;;;PARINTINS
1504910000000;1;POSTO DE SAUDE HERMOGENES GUIMRAES;544;VILA VALERIA/LISBOA;0;;ZONA RURAL;68825000;150490;;;;MUANA
1504910000000;2;POSTO DE SAUDE OTAVIO CABRAL VIEGAS;720;RIO PARURU ACU;0;;ZONA RURAL;68825000;150490;;;;MUANA
1504910000000;3;EMEF CLAUDIO FIGUEIREDO;544;VILA PALHETA;0;;ZONA RUAL;68825000;150490;;;;MUANA
1504910000000;4;EMEF MANOEL HERMELINDO;720;RIO PIRAMUJARU;0;;ZONA RURAL;68825000;150490;;;;MUANA
1507710000000;1;ESCOLA INDEPENDÊNCIA;713;VILA ESTANCIA;SN;;ZONA RIBEIRINHA;68820000;150770;991;992333515;;SCNESBV
1507710000000;2;CENTRO COMUNITÁRIO DO BACURI;713;RIO PRACUUBA GRANDE;SN;;ZONA RIBEIRINHA;68820000;150770;91;992333515;;SCNESBV
1507710000000;3;CENTRO COMUNITÁRIO DA ILINHA;713;RIO PRACUUBA GRANDE;SN;;ZONA RIBEIRINHA;68820000;150770;91;992333515;;SCNESBV
1507710000000;4;CENTRO COMUNITÁRIO DO CARIÁ;713;RIO CARIA;SN;;ZONA RIBEIRINHA;68820000;150770;91;992333515;;SCNESBV
3550200000000;1;UBS NORIO YAMADA - COLONIA PINHAL;31;KUNIHEI ARIGA;SN;PROXIMO A ESCOLA MUN;COLONIA PINHAL;18230000;355020;;;;SAUDE
3543400000000;1;SERVICO DE RADIOLOGIA DA UBS CENTRAL;8;JERONIMO GONCALVES;466;ANEXO;CENTRO;14010040;354340;;;;DANIEL
2929600000000;1;UNIDADE DE APOIO GENIPAPO;37;POVOADO GENIPAPO;SN;PREDIO;ZONA RURAL;44530000;292960;;;;SAPEACU
3106200000000;6;SERVIÇOS DE DIÁLISE E NEFROLOGIA;561;RUA DOS GOITACAZES;1762;;BARRO PRETO;30190055;310620;31;35147000;;DEPPES
4303500000000;4;AMBULATORIO DE  SAUDE MENTAL;656;ANTONIO DURO;1232;;CENTRO;96785226;430350;;;;SAUDE
4303500000000;5;CENTRO MUN DE SAÚDE ESPECTRO AUTISTA MARILENY MENDES SCHERER;563;ZECA NETTO;503;;CENTRO;96780026;430350;;;;SAUDE
4122300000000;1;ANDRE BRAGA;561;NICOLAU BLEY NETO;439;ANEXO;CENTRO;83880049;412230;41;995531642;;MUNICNES
3541010000000;1;ACADEMIA DE SAUDE RIO BRANCO;485;NOSSA SENHORA APARECIDA.;SN;;BALNEARIO ESMERALDA;11713320;354100;;;;CONTROLE
1501300000000;1;EMEIF SACAIA;50;ILHA SAO MATEUS, RIO CARNAPIJO;SN;;ILHA SAO MATEUS;68447000;150130;;;;SEMUSB
2918100000000;1;UNIDADE DE APOIO CANCHE;713;CANCHE;S/N;;ZONA RURAL;48540000;291810;;;;SAUDE
2933200000000;1;POSTO DE SAUDE DA JUERANA;81;DA LAGOA;48;CASA;JUERANA;44470000;293320;;;;293320
5002700000000;5;BIO DIAGNOSTIC - POSTO DE COLETA MORENINHA;561;MAIA;137;;MORENINHA I;79005240;500270;67;33932941;qualidade@ibd.net.br;ALEXANDER
5002700000000;6;BIO DIAGNOSTIC - POSTO DE COLETA JULIO DE CASTILHO;561;VALDEZ;87;;VILA ESPANHOLA;79100410;500270;67;33575599;qualidade@ibd.net.br;ALEXANDER
5002700000000;7;BIO DIAGNOSTIC - POSTO DE COLETA HUMBERTO DE CAMPO;561;HUMBERTO DE CAMPO;73;;VILA SILVIA;79100410;500270;67;33575599;qualidade@lbd.net.br;ALEXANDER
4109410000000;1;MÃO DE ANJO PRODUTOS FARMACÊUTICOS LTDA;561;ANTONIO LOSSO;1158;SALA 01;CONRADINHO;85055310;410940;42;36221580;;SMSGP
4202400000000;1;CENTRO ANALISES CLINCAS ITOUPAVA CENTRAL;561;DOUTRO PEDRO ZIMMERMANN;6390;;ITOUPAVA CENTRAL;89068001;420240;47;33947533;contato2labcac.com.br;GREICE
2926600000000;1;BARRO VERMELHO;37;FAZENDA BARRO VERMELHO;SN;CASA;ZONA RURAL;48400000;292660;;;;SMSSAUDE
2926600000000;2;POVOADO VERISSIMO;28;POVOADO VERISSIMO;SN;CASA;ZONA RURAL;48400000;292660;;;;SMSSAUDE
5300100000000;1;PONTO DE APOIO;654;ENTRE QUADRA 304/307;SN;AO LADO DO CAIC;AREA ESPECIAL SANTA;72544200;530010;;;;DIRAPS
1303400000000;1;ESCOLA MUNICIPAL DOM PEDRO II;713;SAGRADO CORACAO DE JESUS;S/N;;ZONA RURAL;69157899;130340;;;;PARINTINS
1303400000000;2;ESCOLA MUNICIPAL NOVA ESPERANÇA;713;SANTA TEREZINHA BADAJOS;S/N;;ZONA RURAL;69157899;130340;;;;PARINTINS
1303400000000;3;ESCOLA MUNICIPAL SÃO PEDRO MARAJÓ;713;SAO PEDRO MARAJO;S/N;;ZONA RURAL;69157899;130340;;;;PARINTINS
1303400000000;4;ESCOLA MUNICIPAL SÃO RAIMUNDO;713;SAO RAIMUNDO GREGORTE;S/N;;ZONA RURAL;69157899;130340;;;;PARINTINS
2707900000000;1;ENDEREÇO COMPLEMENTAR 1;561;IMACULADA CONCEICAO;84;;CENTRO;57130000;270790;;;;SAUDE
3163400000000;1;UNIDADE SAÚDE BIBOCA;713;BIBOCA;SN;;ZONA RURAL;35986000;316340;;;;GOIABAL
2927400000000;1;COMPLEMENTAR I;655;LUIS VIANA FILHO, HANGAR BUSINESS PARK, TORRE 7;13223;SALAS 202,203 E 204;SAO CRISTOVAO;41500300;292740;;;financeiro.clinicaangiovascular@gmail.com;NAOSUS
3133500000000;1;POSTO DE SAUDE DE NEOLANDIA ITAPECERICA;81;RUA BRIGIDA MARIA NASCIMENTO;8;;NEOLANDIA;35550000;313350;;;;SAUDE
1303610000000;5;PONTO DE APOIO 05 - CENTRO COMUNITARIO DE ROÇADO;713;ZONA RURAL;SN;;ZONA RURAL;69740000;130360;;;;CNES1
3524410000000;1;ALEXANDRE MERCADANTE REABILITACOES LTDA;561;PRUDENTE DE MORAES;29;;CENTRO;12308020;352440;12;39612301;mercadanteadmfisio@hotmail.com;352440
3140510000000;1;SALA DE IMUNIZACAO - PSF 4 MARTINHO CAMPOS;8;JOSE CANCADO;119;;ALBERT ISAACSON;35606000;314050;37;35244029;;SAUDE
3129100000000;1;CENTRO DE FISIOTERAPIA LUZIA RODRIGUES DA SILVA;81;JOSE MARTINS DO CARMO;81;;CENTRO;38310000;312910;;;;ELIZABETE
5100210000000;1;HRG SAUDE;81;5;1067;;CENTRO II;78635000;510020;62;992989739;drguilhermesandes@gmail.com;SAUDE
4113400000000;1;UNIDADE DE APOIO CLEUZA RODRIGUES DOS SANTOS;561;RUA JOSE FERNANDES LOUREIRO;459;;DISTRITO JANDINOPOLI;86330000;411340;43;36276030;;LEOPOLIS
4113400000000;2;UNIDADE DE APOIO GERALDA MATTOS DE ALMEIDA;561;RUA CINESIO GONCALVES DIAS;S/N;;DOISTRITO PRIMAVERA;86330000;411340;43;933002819;;LEOPOLIS
1300900000000;1;UNIDADE DE APOIO 1 - ESCOLA AIRTON SENA;713;BACADARU;S/N;ESCOLA;ZONA RURAL;69820000;130090;;;;SEMSA
1300900000000;2;UNIDADE DE APOIO 2 - ESCOLA 10 DE OUTUBRO;713;SACADO;S/N;ESCOLA;ZONA RURAL;69820000;130090;;;;SEMSA
1300900000000;3;UNIDADE DE APOIO 3 - ESCOLA LINDALVA ALMEIDA;713;GLORIA DO RONCA;S/N;ESCOLA;ZONA RURAL;69820000;130090;;;;SEMSA
1300900000000;4;UNIDADE DE APOIO 4 - ESCOLA GIBRALTAR;28;BELO MONTE;S/N;ESCOLA;ZONA RURAL;69820000;130090;;;;SEMSA
2304100000000;1;PONTO DE APOIO CARRAPATEIRAS;37;CARRAPATEIRAS;SN;;ZONA RURAL;63700001;230410;;0;;230410
3507600000000;1;UVZ - UNIDADE DE VIGILANCIA DE ZOONOSE;561;OSWALDO PINTO DE MORAES;S/N;;HIPICA JAGUARI;12929121;350760;;;;VQUEIROGA
2306250000000;1;ANEXO CARANCANGA;562;JOSE DOROTEU DE LIMA;SN;;CARANGA;61881359;230625;;;;ITAITINGA
3301700000000;1;ENDERECO COMPLEMENTAR 1;561;RUA PROF. JOSE DE SOUZA HERDY;1160;;JARDIM 25 DE AGOSTO;25070260;330170;21;26727739;;SAUDE
3301700000000;2;ENDERECO COMPLEMENTAR 2;561;GENERAL VENANCIO FLORES;0;S/N;JARDIM 25 DE AGOSTO;25071230;330170;21;26727728;;SAUDE
1300020000000;1;ESCOLA MUNICIPAL DIVINO ESPIRITO SANTO;713;JARAUA;159;;ZONA RURAL;69540000;130002;;;;CNES
1300020000000;2;ESCOLA MUNICIPAL INDIGENA SANTA ANA;713;CANARIA;SN;;ZONA RURAL;69540000;130002;;;;CNES
1300020000000;3;ESCOLA MUNICIPAL COSTA E SILVA;713;PORTO NAZARE;SN;;ZONA RURAL;69540000;130002;;;;CNES
1300020000000;4;ESCOLA SANTO AMARO;713;SAO JOSE DO MARI;SN;;ZONA RURAL;69540000;130002;;;;CNES
1300020000000;5;ESCOLA MUNIICIPAL JURUPARI;713;JURUPARI;SN;;ZONA RURAL;69540000;130002;;;;CNES
4111800000000;1;PRONTO ATENDIMENTO PRIMARIO - PAP;563;RUA 2 DE ABRIL;740;;CENTRO;86400000;411180;;;;ADRIANA
1500300000000;1;POSTO DE SAUDE NESTOR FRAZAO;50;RIO CALDEIRAO;SN;;ZONA RURAL;68890000;150030;;;;ADMIN
1500300000000;2;POSTO SAO LUIZ DO VIEIRINHA;50;VIEIRINHA;SN;;ZONA RURAL;68890000;150030;;;;ADMIN
1500300000000;3;POSTO DE SAUDE AGENOR;50;SALVADORZINHO;SN;;ZONA RURAL;68890000;150030;;;;ADMIN
1500300000000;4;POSTO DE SAUDE SAO JOSE RIO MORCEGO;50;RIO ANTONINO;SN;;ZONA RURAL;68890000;150030;;;;ADMIN
2804200000000;1;ENDEREÇO COMPLEMENTAR 1;561;RUA JOSE AUGUSTO DA SILVA;289;CASA;CENTRO;49690000;280420;79;799606299;;MESTRE
2927410000000;1;ENDEREÇO COMPLEMENTAR I;656;VASCO DA GAMA;3691;SALAS 1305 E 1306;ACUPE DE BROTAS;40290350;292740;;;ROSANA.DB@HOTMAIL.COM;NAOSUS
3507600000000;10;CENTRO MEDICO UNIDADE SUL;655;DOS IMIGRANTES;500;;JARDIM AMERICA;12902000;350760;11;44818016;;VQUEIROGA
3507600000000;11;CENTRO DE CARDIOLOGIA DA SANTA CASA;561;CLEMENTE FERREIRA;125;;CENTRO;12900051;350760;11;44818016;;VQUEIROGA
3507600000000;9;AGENDAMENTO IBSJPSANTA CASA MISERICORDIA DE BRAGANCA PAULIST;561;CORONEL ASSIS GONCALVES;305;;CENTRO;12900480;350760;11;44818016;;VQUEIROGA
3204500000000;1;UNIDADE BÁSICA DE SAÚDE HOLANDA;31;ESTRADA HOLANDA KM 15;SN;;HOLANDA;29640000;320450;27;997716203;;320450
2929100000000;1;UNIDADE DE APOIO MARIA B MAIA;37;PATIOBINHA;SN;CASA;ZONA RURAL;44550000;292910;;;;292910
3553500000000;1;NÚCLEO DE SERVIÇOS ESPECIALIZADOS;561;JOAQUIM DOS REIS;S/N;;CENTRO;18180045;355350;15;32771303;saude@tapirai.sp.gov.br;MESTRE
3161000000000;1;SALA DE IMUNIZACAO JEFERSON BATALHA;81;RUA JOSE RECREIO;22;POSTO DE SAUDE;CENTRO;35995000;316100;31;38561310;;ROSELI
5201110000000;1;ENDEREÇO COMPLEMENTAR APAE 2;561;RUA GALILEU BATISTA ARANTES;350;;SETOR BOUGANVILLE;75075570;520110;;;;SEMUSA
5201110000000;2;ENDEREÇO COMPLEMENTAR APAE 1;561;AV. SENADOR JOSE LOURENCO DIAS;1390;;CENTRO;75020010;520110;;;;SEMUSA
1501810000000;7;ESCOLA SÃO PEDRO;720;RIO BATATA;S/N;;ZONA RURAL;68800000;150180;;;;SEMSA
1501810000000;8;ESCOLA SÃO LUIZ;720;RIO TAJAPURU;S/N;;ZONA RURAL;68800000;150180;;;;SEMSA
1501810000000;9;ESCOLA N. SRª DE SANTANA;720;RIO COMPANHIA;S/N;;ZONA RURAL;68800000;150180;;;;SEMSA
1507710000000;1;ESCOLA CUSTODIO FERREIRA;713;RIO FURO LARANJA;SN;;ZONA RIBEIRINHA;68820000;150770;91;992333515;;SCNESBV
1507710000000;2;PONTO DE PREGAÇÃO NOVA ALIANÇA;713;FURO SANTO ANTONIO;SN;;ZONA RIBEIRINHA;68820000;150770;91;992333515;;SCNESBV
2604100000000;1;ENDERECO COMPLEMENTAR 1;81;DJALMA DUTRA;SN;;N SENHORA DAS DORES;55006010;260410;81;31010364;;EDYLLYEWDDA
5102640000000;1;POSTO DE COLETA JARDIM DAS PALMEIRAS;655;MINAS GERAIS;1439;ANEXO 2;JARDIM DAS PALMEIRAS;78360000;510263;65;33541658;;SAUDE
3106200000000;1;SUNTOR CLÍNICA DE TRANSIÇÃO;81;WILSON ROCHA LIMA;80;;SANTA LUCIA;30494460;310620;31;34485331;;ABPT2010
1502100000000;1;UNIDADE DE SAUDE E APOIO PINDOBAL MIRI;50;PINDOBAL MIRI;SN;CURUCAMBABA;ZONA RIBEIRINHA;68400000;150210;;;;CAMETA
3503200000000;1;HOSPITAL OFTALMOLOGICO DO INTERIOR PAULISTA (HOIP);655;LUIZ RAIA;393;;JD SAO JORGE;14807113;350320;16;33315531;hoip.araraquara@gmail.com;EVAZC
4205400000000;1;INSTITUTO MARIA SCHMITT- IMAS - AMBULATORIO;8;MAURO RAMOS;1277;;CENTRO;88020303;420540;48;999333403;COORDENACAOCONVENIOS@IMAS.NET.BR;TIAGO SES
3106210000000;1;CLINICA;655;AVENIDA PROFESSOR ALFREDO BALENA;189;SALA 905 E 905 EDIF;SANTA EFIGENIA;30130103;310620;38;22110700;financeiro@grupoimunizar.com.br;SMSAS
3301100000000;1;SALA DE VACINAS;561;RUA JOAO MACHADO;13;CASA;2 DISTRTO FLORESTA;28500000;330110;22;255211119;contato@saudecantagalo.rj.gov.br;SMSCANTAGALO
1100150000000;1;CLINICA DE APOIO DOUTOR X2;81;DOS SERINGUEIROS;789;;JARDIM TROPICAL;76920970;110015;;;;HELIO
3521810000000;1;UNIDADE SANTA TEREZINHA;81;AREA RURAL;SN;;BAIRRO SANTA TEREZIN;18739899;352180;;;;VITOR
3521810000000;2;UNIDADE RESTINGA GROSSA;81;AREA RURAL;SN;;BAIRRO RESTINGA GROS;18739899;352180;;;;VITOR
3301100000000;1;SALA DE VACINAS;561;EUCLIDES DA CUNHA;52;;CENTRO;28500000;330110;22;255510125;sandro@contavel.com;SMSCANTAGALO
1304260000000;1;ESCOLA MUNIICIPAL SAO FRANCISCO;713;AIUCA;SN;;ZONA RURAL;69530000;130426;;;;SCNES
1304260000000;2;ESCOLA MUNICIPAL MARANATA;713;BARROSO;SN;;ZONA RURAL;69530000;130426;;;;SCNES
1304260000000;3;ESCOLA MUNICIPAL SAO SEBASTIAO;713;BOM JARDIM;SN;;ZONA RURAL;69530000;130426;;;;SCNES
1304260000000;4;ESCOLA MUNICIPAL SOA JOAO;713;PORTO BRAGA;SN;;ZONA RURAL;69530000;130426;;;;SCNES
3120800000000;1;CENTRO DE IMUNIZAÇÃO (SALA DE VACINA);81;BRIGIDA FRANCISCA DE SOUZA;85;;CENTRO;37445000;312080;;;;DUDA MACIEL
2917200000000;1;CLINICA D.O.M.;561;PRACA DA BANDEIRA;SN;;CENTRO;46640000;291720;;;;MESTRE
4114300000000;1;AMBULATÓRIO- POLICLÍNICA;81;RUA JOAO BARBOSA MENDES;0;;CENTRO;83800000;411430;;;;MANDIRITUBA
3524300000000;1;CONSULTÓRIO DE ATENDIMENTO PSICOLÓGICO;8;LIBERO BADARO;440;;CENTRO;14870540;352430;;;vivianedelvecchi2hotmail.com;DOUGLAS
3543300000000;3;CLINICA MEDICA;21;DA COLONIA;2959 A;;SAN TA LUZIA;9405390;354330;;;;RIBEIRAO
3113300000000;1;ESF MADREPEROLA(PONTO DE APOIO);24;SAO JOSE DO BARROSO;SN;CASA;BARROSO ZONA RURAL;36800000;311330;;;;SMS311330
4128630000000;1;UBS JOSE JULIO DESPLANCHES;31;ESTRADA DO TURVO;S/N;;BARRA DO TEIXEIRA;83590000;412863;41;36641218;;ANDERSON
3550300000000;1;PRONTO ATENDIMENTO JARDIM MACEDONIA;561;LOUIS BOULOGNE;133;;JARDIM MACEDONIA;5894350;355030;11;58211147;pajdmacedonia@saude.prefeitura.sp.gov.br;CADASTRO
1503460000000;1;POSTO DE SAUDE DO CANDIRUZINHO;713;CANDIRUZINHO;S/N;;ZONA RURAL;68637000;150345;;;;123
4106900000000;5;HOSPITAL DE OLHOS DO PARANA - CAPÃO RASO;561;BARTOLO GUSSO;110;;CAPAO RASO;81110200;410690;41;32224222;;RSTOICOV
1501400000000;2;SERV.DE AMB.MEDICO HOSPITAL DE CLINICAS GASPAR VIANNA;100;ROMULO MAIORANA;1717;;MARCO;66093674;150140;;;;HCGV10
5201100000000;2;ENDEREÇO COMPLEMENTAR 2;561;RUA GALILEU BATISTA ARANTES;296;;SETOR BOUGAINVILLE;75075570;520110;;;;SEMUSA
1504610000000;4;EMEF ANGELA DE LEAO MENDONCA;92;VIZANIA;SN;;ZONA RIBEIRINHA;68420000;150460;91;37961242;;ADRIANA
3545500000000;1;AVENIDA DAMASIO FERREIRA BENTO;8;DAMASIO FERREIRA BENTO;SN;;CENTRO;19250000;354550;18;32771105;ubsaude@sandovalina.sp.gov.br;UBSAUDE
4109610000000;2;CENTRO TERAPEUTICO - COMPLEXO SAMU;81;ANTONIO ROCHA;SN;COMPLEXO SAMU;CENTRO;83280000;410960;;;;MESTRE
4109610000000;3;CMAE - GUARATUBA;81;CORONEL CARLOS MAFRA;1600;UN CMAE GUARATUBA;COHAPAR;83280000;410960;;;;MESTRE
3113300000000;1;ESF ESMERALDA (PONTO DE APOIO);561;JOAO DE OLIVEIRA CAMPOS;95;CASA;SAO MANOEL DO CARANG;36800000;311330;32;37415320;;SMS311330
